cusip,maturity_date,par_amount,coupon_rate,original_price,original_yield,spread,spread_interpolated,deal_id,evaluated_price,evaluated_yield,spread_to_mmd,spread_to_mmd_interpolated,priceTo,reward
744396JM5,2033-07-01,,8.5,,,,,0x001035BCB5E008C4,,,,,,
744396JJ2,2043-07-01,,7.5,,,,,0x001035BBB5E008C3,,,,,,
744396JK9,2053-07-01,,7.75,,,,,0x001035BBB5E008C3,,,,,,
744396JL7,2063-07-01,,8.0,,,,,0x001035BBB5E008C3,,,,,,
04052DAA8,2025-11-01,450000000.0,7.0,100.0,7.0,529.1,576.0,0x00103594FBE002A8,,,,,,787500000.0
04052DAB6,2050-09-01,182425000.0,6.25,100.0,6.25,482.4,,0x001035A7E6F70390,82.6953285014,7.826331578,327.6,,MATY,182425000.0
74443DKV2,2054-07-01,77235000.0,7.5,98.5,7.625,410.5,,0x00106A5AA87601FF,89.2339391235,8.5052840519,389.5,,MATY,173778750.0
187145JT5,2048-08-15,195645000.0,6.125,98.312,6.25,308.0,,0x0010353927010238,100.265,2.7572030137,-174.3,,MATY,171189375.0
19645UQT4,2030-07-01,46510000.0,7.43,99.333,7.555,424.5,424.5,0x001035CC222009E2,102.0772822525,6.8801506881,433.0,433.0,PRMC,101391799.99999999
39237QBH7,2050-02-01,21755000.0,9.0,100.0,9.0,727.0,,0x0010351B6D0D045A,,,,,,81581250.0
12008ELZ7,2046-09-01,39370000.0,7.25,94.982,7.68,452.0,,0x001035B5D3B600F5,,,,,,78740000.0
041807BH0,2062-11-01,27825000.0,7.875,100.0,7.875,383.5,,0x001035A0F6230757,100.8646159075,7.63,301.0,,MATY,73040625.0
74443DKE0,2058-12-01,28620000.0,7.75,100.0,7.75,318.0,,0x001035B3583909FE,,,,,,71550000.0
83704MES1,2032-01-15,30465000.0,7.5,96.0,8.283,507.29999999999995,507.29999999999995,0x00106A390A5D0317,96.0123965385,8.7896717532,594.0,599.0,MATY,68546250.0
74443DKT7,2025-05-09,13455000.0,10.0,100.0,10.0,701.0,732.0,0x00106A56C8F60012,,,,,,63911250.0
83704MDA1,2033-06-01,26240000.0,7.5,100.0,7.5,455.0,455.0,0x001035D3B9DA089D,,,,,,59040000.0
91754T2C6,2059-06-15,37750000.0,6.75,98.0,6.902,321.20000000000005,,0x00106A69B2A40005,103.5639907953,6.109,148.9,,PRMC,56625000.0
546399US3,2053-06-15,48520000.0,6.375,99.033,6.45,191.0,,0x00106A37D5B90322,98.944255431,6.4566438399,185.7,,MATY,54585000.0
83704MCH7,2062-08-15,24210000.0,7.5,100.0,7.5,437.0,,0x001035EB7BD9066A,91.5121685889,8.235,361.5,,MATY,54472500.0
14043FAC0,2030-06-15,27025000.0,7.25,100.0,7.25,404.0,404.0,0x001035D8B709094A,101.591164654,6.6481506874,409.8,409.8,MATY,54050000.0
04052BTR5,2065-02-01,32780000.0,6.875,98.321,7.0,246.0,,0x00106AA587DD0386,97.2927824752,7.08,246.0,,MATY,53267500.0
546399UX2,2055-06-15,59015000.0,6.15,100.0,6.15,159.00000000000006,,0x00106A38D5B9032D,100.0106403473,6.1476438399,152.8,,MATY,53113500.00000002
14054WAG0,2033-06-30,23375000.0,7.5,100.0,7.5,418.0,418.0,0x0010357C3F44092B,,,,,,52593750.0
19909PAL0,2053-07-01,30000000.0,7.0,100.0,7.0,353.0,,0x00103558248D09DD,,,,,,52500000.0
34061UBV9,2046-06-15,58220000.0,6.125,98.701,6.22,302.0,,0x00102100D7DC615B,96.7886282058,6.4052191819,198.5,,MATY,50942500.0
68607AAF8,2053-12-15,18110000.0,8.0,95.001,8.46,475.0000000000001,,0x00103555DB7609D4,,,,,,49802500.0
546399UT1,2059-06-15,39750000.0,6.5,100.0,6.5,194.00000000000006,,0x00106A37D5B90322,99.1818044442,6.56,194.0,,MATY,49687500.0
744396KM3,2035-03-31,16995000.0,8.0,95.0,10.604,731.3999999999999,732.3999999999999,0x00106A869D600302,,,,,,46736250.0
04110DBF6,2059-07-01,26585000.0,7.0,96.832,7.25,357.0,,0x00106A6EDBCE0001,93.1837041606,7.56,294.0,,MATY,46523750.0
83704MCM6,2033-03-15,19400000.0,7.6,94.0,8.502,614.2,614.2,0x0010350E871808BC,,,,,,45589999.99999999
13058TVA5,2064-06-01,29735000.0,6.75,96.653,7.0,307.0,,0x00106A67639B02E7,96.4704206126,7.015,239.5,,MATY,44602500.0
50376FBW6,2052-09-01,33370000.0,6.58,100.0,6.58,297.0,,0x00103590B5F106F7,94.0352725669,7.0766438336,248.7,,MATY,44382100.0
744396JS2,2033-06-15,31325000.0,6.65,100.0,6.65,337.0,337.0,0x0010355123480916,100.9578894632,6.2823561693,334.2,334.2,MATY,43855000.00000001
04052BHM9,2049-06-01,25040000.0,7.0,100.0,7.0,445.0,,0x001035A56C1302FD,47.95,15.0873785496,1055.7,,MATY,43820000.0
5742186N8,2055-03-01,25000000.0,7.0,100.0,7.0,546.0,,0x00103586523B03C9,101.6861194706,6.5686438395,194.9,,MATY,43750000.0
50376HAG8,2031-06-15,19280000.0,7.5,99.291,7.625,518.5,518.5,0x0010351B05B9098B,,,,,,43380000.0
899519AA0,2057-06-01,19260000.0,7.5,100.0,7.5,409.0,,0x001035AEC5E206AA,,,,,,43335000.0
041807AZ1,2062-02-15,28350000.0,6.75,103.523,6.15,292.0,,0x00103564A5DA0638,97.5448865142,6.935,231.5,,MATY,42525000.0
34061UMC9,2053-06-15,27480000.0,6.75,98.727,6.85,261.0,,0x001035B0FC210941,107.7972360891,5.4596438399,86.0,,PRMC,41220000.0
04052BLU6,2055-06-15,27305000.0,6.75,94.0,7.221,566.1,,0x0010351D5031035A,,,,,,40957500.0
13069AAG3,2058-07-01,40895000.0,6.25,100.0,6.25,464.0,,0x0010357FC582031E,90.0972627937,7.025,240.5,,MATY,40895000.0
67868WAD1,2064-06-15,32450000.0,6.5,99.711,6.52,276.0,,0x00106A8EFE530059,,,,,,40562500.0
50376FAJ6,2027-08-01,23000000.0,7.0,100.0,7.0,474.6,499.7,0x001035F04B0B0194,97.3406970448,8.4422045306,598.2,598.2,MATY,40250000.0
74443DKQ3,2059-06-15,17710000.0,7.5,100.0,7.5,375.0,,0x00106A9463A40029,,,,,,39847500.0
74443DJV4,2057-12-01,16755000.0,7.625,93.827,8.16,461.0,,0x001035449368079D,,,,,,39793125.0
19645UQZ0,2034-07-01,22215000.0,7.0,100.0,7.0,464.0,467.0,0x001035B965850975,,,,,,38876250.0
04052BHT4,2049-07-01,30615000.0,6.5,100.0,6.5,424.0,,0x0010356ADC830212,92.8843066548,7.1210410919,259.1,,MATY,38268750.0
14043FAA4,2030-06-15,18585000.0,7.25,100.0,7.25,495.0,495.0,0x00103593503608D8,,,,,,37170000.0
546399SE7,2059-06-01,16000000.0,7.5,96.977,7.75,428.0,,0x001035ADCBCC0986,105.3911001222,6.609,198.9,,PRMC,36000000.0
246387RN6,2045-09-01,20000000.0,7.0,100.0,7.0,450.0,,0x00102100450EC3B9,,,,,,35000000.0
56681NDL8,2049-07-01,27390000.0,6.5,100.0,6.5,441.0,,0x0010351760D00280,,,,,,34237500.0
50376FBU0,2052-09-01,25410000.0,6.58,100.0,6.58,297.0,,0x001035B39CF106FD,94.2298527129,7.0596438336,247.0,,MATY,33795300.0
74442EDM9,2053-06-01,22450000.0,6.75,93.5,7.265,391.5,,0x0010351609EA01D1,82.0833197979,8.4266438315,382.7,,MATY,33675000.0
13067RCZ4,2062-11-15,12235000.0,8.0,100.0,8.0,462.0,,0x0010352088B20738,,,,,,33646250.0
14054WAL9,2053-06-15,33450000.0,6.25,99.332,6.3,256.0,,0x001035BD1A81090A,100.7847310183,6.0616438399,146.2,,PARC,33450000.0
546399SD9,2054-06-01,15630000.0,7.375,97.044,7.625,415.5,,0x001035ADCBCC0986,104.9543523146,6.5576438315,194.8,,PRMC,33213750.0
14054CCD9,2049-06-01,18575000.0,7.0,100.0,7.0,466.0,,0x001035D4404302F0,94.3339085785,7.5119315063,298.2,,MATY,32506250.0
74442EKT6,2033-01-15,13615000.0,7.6,95.0,8.351,597.1000000000001,597.1000000000001,0x0010353B75F40798,,,,,,31995249.999999996
74442EFK1,2055-06-15,31840000.0,6.25,95.0,6.645,516.5,,0x0010355B50D603FB,77.5262084802,8.2926438399,367.3,,MATY,31840000.0
05618TAC3,2053-02-01,22515000.0,6.65,100.0,6.65,316.0,,0x001035C177980803,,,,,,31521000.000000007
57405DAA0,2049-12-01,25210000.0,6.5,100.0,6.5,428.0,,0x0010350EDDE40210,49.9063487911,13.5702876703,904.0,,MATY,31512500.0
74443DME8,2055-05-01,16635000.0,7.125,99.075,7.2,296.0,296.0,0x00106A58DF8B0375,,,,,,31190625.0
13058PAC2,2063-06-15,13810000.0,7.5,100.0,7.5,358.0,,0x0010355708CA08B8,,,,,,31072500.0
041807CF3,2062-04-01,13620000.0,7.5,100.0,7.5,408.0,,0x001035E9D8630770,,,,,,30645000.0
14054WAM7,2058-06-15,26110000.0,6.375,99.239,6.43,269.0,,0x001035BD1A81090A,99.4473465986,6.415,179.5,,MATY,29373750.0
34061ULQ9,2032-08-01,16040000.0,7.0,100.0,7.0,441.0,441.0,0x001035F341DD064C,,,,,,28070000.0
424685AG0,2047-02-01,28025000.0,6.24,100.0,6.24,350.0,,0x00103531502E016B,94.9137982071,6.6886849281,222.9,,MATY,27744750.000000007
74443DJT9,2052-12-01,11060000.0,7.75,100.0,7.75,433.0,,0x001035F6E0660752,,,,,,27650000.0
34061UCJ5,2046-06-15,24120000.0,6.375,98.367,6.5,315.0,,0x0010353439B3009B,100.2002816248,6.1384795019,171.8,,PARC,27135000.0
345856AP3,2054-07-01,13440000.0,7.25,100.0,7.25,421.0,,0x0010351365090258,,,,,,26880000.0
84129NLE7,2048-07-15,21265000.0,6.5,96.78,6.75,379.0,,0x00103528B89D0129,100.9740219243,6.1399315079,164.0,,PARC,26581250.0
34061UMX3,2050-06-15,16180000.0,6.89,100.0,6.89,302.0,,0x00106A7089C60247,,,,,,26535199.999999996
14043RAB6,2065-06-15,11685000.0,7.5,100.0,7.5,296.0,,0x00106A5F72A403F0,,,,,,26291250.0
71782AAC6,2049-06-15,13905000.0,7.125,93.0,7.718,540.8,,0x001035988F460276,77.4761529305,9.5299315114,500.0,,MATY,26071875.0
72177MRV1,2050-02-01,17290000.0,6.75,100.0,6.75,407.0,,0x001035F49A77013D,89.0755651532,7.75128767,320.1,,MATY,25935000.0
13067REK5,2029-11-01,9295000.0,8.0,100.0,8.0,371.0,536.0,0x00106AB5BFC601B7,100.9968084018,7.6453841654,517.5,515.5,MATY,25561250.0
91754T3D3,2034-10-15,29115000.0,6.125,98.18,6.375,361.5,362.5,0x00106A7149F801BB,95.0953984311,6.8477534262,375.8,374.8,MATY,25475625.0
45129GKU8,2062-09-15,12705000.0,7.25,100.0,7.25,366.0,,0x00103520B83C0786,,,,,,25410000.0
130591AW0,2046-07-01,22360000.0,6.375,100.0,6.375,318.5,,0x00102100D90AA94B,,,,,,25155000.0
14054WAT2,2061-06-15,12425000.0,7.25,98.102,7.4,363.0,,0x00106A9DE5470045,95.4657299598,7.62,300.0,,MATY,24850000.0
91754TW58,2027-10-15,24735000.0,6.25,97.998,6.733,369.29999999999995,369.29999999999995,0x001035581F2C0749,,,,,,24735000.0
19645UCL6,2025-06-01,15420000.0,6.85,97.5,7.457,707.6999999999999,707.6999999999999,0x001035138C6F03D6,,,,,,24671999.999999996
744396KC5,2059-06-01,14045000.0,7.0,98.4,7.125,341.5,,0x00106A8316E90107,92.1028469597,7.655,303.5,,MATY,24578750.0
424685AK1,2048-02-01,16085000.0,6.76,100.0,6.76,377.0,,0x001035ECFEB70181,103.3072898738,5.3495479418,85.0,,PARC,24288349.999999996
018433AJ1,2047-07-01,24265000.0,6.25,100.0,6.25,353.5,,0x001035CCD82E011E,,,,,,24265000.0
13059QAP0,2034-11-01,15050000.0,6.86,98.232,7.11,417.0,417.0,0x00106A13DCC60172,,,,,,24230500.000000004
738222AA6,2047-09-01,10725000.0,7.5,100.0,7.5,643.0,634.0,0x0010352A9C1D008E,,,,,,24131250.0
744396HV7,2032-07-15,21590000.0,6.35,100.0,6.35,307.0,307.0,0x0010357D36FC0694,100.9254232778,5.9011780868,305.1,305.1,PARC,23748999.999999993
45506DB61,2044-12-01,11715000.0,7.25,101.497,7.0,381.0,,0x001035CC4EBA001D,96.4751954583,7.599219177,327.9,,MATY,23430000.0
04052BRB2,2027-02-01,13295000.0,7.0,100.0,7.0,507.8,556.0,0x001035F4BAFB0595,,,,,,23266250.0
34061ULW6,2032-06-30,25500000.0,6.15,100.0,6.15,324.0,325.0,0x001035185D360751,102.2057089436,5.4415753471,259.2,260.2,PRMC,22950000.000000007
83704MAV8,2049-06-01,13030000.0,7.0,100.0,7.0,496.0,,0x001035BED201034B,98.5109701343,7.1299315063,260.0,,MATY,22802500.0
04052BMQ4,2053-09-15,25060000.0,6.15,99.703,6.17,444.0,,0x001035F98A0E045C,,,,,,22554000.000000007
04052BGW8,2053-09-15,25060000.0,6.15,99.703,6.17,289.0,,0x001035E7D9F601EC,87.0428239672,7.2326438319,263.3,,MATY,22554000.000000007
34061ULY2,2058-04-23,22140000.0,6.25,99.341,6.297,313.69999999999993,,0x00103581461808F2,,,,,,22140000.0
24380HBS0,2061-06-15,25200000.0,6.125,98.911,6.2,236.0,,0x00106ADA6358009B,75.95,8.2163264658,359.6,,MATY,22050000.0
34061UGU6,2055-06-15,17550000.0,6.5,93.0,7.042,564.1999999999999,,0x001035892F7104F6,73.1252134007,9.1366438399,451.7,,MATY,21937500.0
14043RAA8,2065-06-15,9700000.0,7.5,100.0,7.5,296.0,,0x00106A9B5C9C0322,,,,,,21825000.0
12008EST4,2052-07-01,17420000.0,6.5,100.913,6.375,302.5,,0x001035BFA69A06A0,99.3116088026,6.5544246537,196.4,,MATY,21775000.0
74443DHK0,2052-05-01,10855000.0,7.25,100.0,7.25,422.0,,0x001035D0487F06C4,,,,,,21710000.0
14054CAP4,2047-06-15,12215000.0,7.0,100.0,7.0,454.0,,0x001035E1D56D017D,,,,,,21376250.0
56681NHQ3,2063-07-01,14130000.0,6.75,99.038,6.82,329.0,,0x001035AA85B009B3,,,,,,21195000.0
04052BLP7,2055-01-01,11300000.0,7.1,100.0,7.1,526.0,,0x00103550882803D6,76.0393463452,9.5426438378,492.3,,MATY,20904999.999999996
59333EEF6,2048-12-01,11900000.0,7.0,100.0,7.0,404.0,,0x001035B74DB5016B,68.9827889535,10.5989315104,609.9,,MATY,20825000.0
56681NHN0,2054-07-01,16660000.0,6.5,98.43,6.62,309.0,,0x001035AA85B009B3,,,,,,20825000.0
45129GNF8,2064-09-15,16620000.0,6.5,100.0,6.5,243.0,,0x00106A4ACAEA0212,94.7258068791,6.89,227.0,,MATY,20775000.0
74443DCG4,2047-07-01,10365000.0,7.25,100.0,7.25,441.0,,0x001035C0FD55014C,,,,,,20730000.0
04052BLV4,2057-06-15,20635000.0,6.25,94.0,6.69,519.0,,0x001035C690730303,87.4869127302,7.262,264.2,,MATY,20635000.0
34061UCS5,2047-06-15,23440000.0,6.125,100.0,6.125,322.5,,0x0010355F64EB00F5,96.0204626328,6.4665753375,200.7,,MATY,20510000.0
83704MCK0,2030-03-15,9080000.0,7.5,96.0,8.265,619.5,619.5,0x0010355402090872,,,,,,20430000.0
12008EUA2,2055-06-01,10125000.0,7.25,100.0,7.25,369.0,,0x001035560DD107A8,96.9699764177,7.5046438315,288.5,,MATY,20250000.0
74172VAE8,2045-08-01,11565000.0,7.0,100.0,7.0,390.0,,0x00102100D31A5CA4,101.051496323,3.3642603077,-100.6,,MATY,20238750.0
83704MBB1,2050-01-01,11370000.0,7.0,100.0,7.0,508.0,,0x00103554E24403D4,69.513,10.4680534801,591.8,,MATY,19897500.0
13058TUX6,2054-06-01,11350000.0,7.0,100.0,7.0,321.0,,0x00106A1CA4C9010A,94.2438404342,7.4886438315,287.9,,MATY,19862500.0
74172VAL2,2046-08-01,11315000.0,7.0,100.0,7.0,374.0,,0x001035D71DB3005C,,,,,,19801250.0
83704MDS2,2053-06-15,10550000.0,7.125,98.478,7.25,316.0,,0x0010354559590969,,,,,,19781250.0
744396BJ0,2025-07-01,11265000.0,7.0,98.0,7.281,498.1,497.30000000000007,0x0010210084D73557,,,,,,19713750.0
45506DB95,2044-12-01,9840000.0,7.25,101.497,7.0,381.0,,0x001035D1BBBB00F4,,,,,,19680000.0
187145RF6,2053-06-15,19400000.0,6.25,98.009,6.4,290.0,,0x0010355C146D0808,94.539988093,6.6836438399,208.4,,MATY,19400000.0
74442ELG3,2058-07-01,11080000.0,7.0,100.304,6.94,282.0,,0x00103581BA560941,,,,,,19390000.0
13059TEK1,2050-07-01,15500000.0,6.5,100.0,6.5,347.0,347.0,0x001035780A250173,,,,,,19375000.0
14054WAD7,2058-12-15,15500000.0,6.5,97.955,6.65,277.0,,0x00103566F5E4085A,96.8202037008,6.74,212.0,,MATY,19375000.0
50376FAW7,2049-09-01,12785000.0,6.75,100.0,6.75,440.0,,0x00103561B23F02CB,,,,,,19177500.0
04052BJH8,2049-06-15,10810000.0,7.0,100.0,7.0,467.0,,0x001035CBAF3C027F,103.3442421353,6.0259315114,149.6,,PRMC,18917500.0
744396HN5,2062-06-01,12515000.0,6.75,99.305,6.8,340.0,,0x00103582C9A106C9,93.8851477085,7.0515753441,259.2,,MATY,18772500.0
19645UQQ0,2030-07-01,10595000.0,7.0,100.0,7.0,360.0,360.0,0x001035A50614099B,,,,,,18541250.0
14054WAZ8,2054-06-15,9560000.0,7.18,97.225,8.25,457.0,,0x00106A9A22E20020,,,,,,18450799.999999996
56681NHP5,2059-07-01,13225000.0,6.625,98.714,6.72,319.0,,0x001035AA85B009B3,,,,,,18184375.0
83704MAE6,2046-10-01,10390000.0,7.0,100.0,7.0,446.0,,0x001035BB0081001F,,,,,,18182500.0
67868WAC3,2054-06-15,17525000.0,6.25,97.742,6.42,266.0,,0x00106A8EFE530059,,,,,,17525000.0
72177PBR0,2046-06-15,10000000.0,7.0,100.0,7.0,399.0,,0x00103521FCAB0053,,,,,,17500000.0
13067RFL2,2025-08-15,10000000.0,7.0,100.0,7.0,278.0,420.0,0x00106ABD271502F7,100.0240644369,6.2650359211,380.5,380.5,PARC,17500000.0
74442ELF5,2053-07-01,10755000.0,6.875,100.331,6.81,269.0,,0x00103581BA560941,,,,,,17476875.0
83704MDT0,2058-06-15,8735000.0,7.25,98.436,7.375,328.5,,0x0010354559590969,,,,,,17470000.0
424682KN1,2044-12-01,11170000.0,6.8,100.0,6.8,453.0,,0x00103529793A024D,99.3110774671,6.864219177,254.4,,MATY,17313499.999999996
13058TRN2,2062-06-01,13825000.0,6.5,98.044,6.64,248.0,,0x001035B5B21B073E,100.345834753,6.395,177.5,,PARC,17281250.0
91912VAC1,2033-06-15,17260000.0,6.25,100.0,6.25,372.0,372.0,0x001035C5858308EE,,,,,,17260000.0
12008ESU1,2057-07-01,13785000.0,6.5,100.0,6.5,315.0,,0x001035BFA69A06A0,96.4195405877,6.775,215.5,,MATY,17231250.0
74442EFT2,2056-06-15,19500000.0,6.125,94.0,6.639,492.9,,0x00103524DE97044C,75.2260597049,8.378,375.8,,MATY,17062500.0
19909PAH9,2056-06-15,13610000.0,6.485,93.0,7.023,537.3,,0x001035D5859D04EC,86.8881468704,7.59,297.0,,MATY,16808350.000000004
14054CAT6,2048-06-15,9075000.0,7.0,100.0,7.0,414.0,,0x001035672F8101ED,,,,,,15881250.0
018433AM4,2027-07-01,5750000.0,8.0,100.0,8.0,627.0,638.5,0x001035CDD82E011F,,,,,,15812500.0
74172VAD0,2041-08-01,9480000.0,6.9,100.0,6.9,385.0,,0x00102100D31A5CA4,101.0223508296,3.3652603077,-64.5,,MATY,15642000.000000004
19645UNX8,2029-07-01,17790000.0,6.125,100.0,6.125,285.5,286.3,0x001035C4F1230734,,,,,,15566250.0
018433AU6,2052-07-01,8770000.0,7.0,100.0,7.0,310.0,,0x001035B4B0FD06DA,,,,,,15347500.0
04052BHJ6,2050-06-01,12260000.0,6.5,100.0,6.5,346.0,,0x0010359D1B0302A2,62.95,10.8219227527,627.2,,MATY,15325000.0
74442EHW3,2062-06-15,15000000.0,6.25,93.5,6.719,469.9,,0x0010357427100660,,,,,,15000000.0
71781XGZ0,2054-06-15,8570000.0,7.0,98.449,7.125,353.5,,0x00106A0C03060172,93.2883393535,7.5746438399,296.5,,MATY,14997500.0
246387RM8,2035-09-01,9890000.0,6.75,100.0,6.75,440.0,,0x00102100450EC3B9,,,,,,14835000.0
74442EKX7,2053-06-15,14820000.0,6.25,96.715,6.5,288.0,,0x001035D69E5B083E,,,,,,14820000.0
91754T3Y7,2055-06-15,7380000.0,7.25,100.0,7.25,305.0,,0x00106A39CEFF0270,96.5801241304,7.5386438399,291.9,,MATY,14760000.0
14043FAD8,2030-06-15,5130000.0,8.109,100.0,8.109,350.0,489.9,0x001035D9B709094B,105.7708647055,6.7086936976,415.9,415.9,MATY,14666670.0
68607AAL5,2060-12-15,8305000.0,7.0,100.0,7.0,343.0,,0x001035912E020A92,92.9684941913,7.573,295.3,,MATY,14533750.0
52480EAN9,2053-06-01,8300000.0,7.0,98.154,7.15,262.0,,0x00103534C62C09F2,106.1575082494,6.0056438315,140.6,,PRMC,14525000.0
13058PAB4,2053-06-15,6740000.0,7.375,100.0,7.375,345.5,,0x0010355708CA08B8,,,,,,14322500.0
45506D5C5,2049-06-01,11305000.0,6.5,100.0,6.5,452.0,,0x001035B30BB90226,92.494282474,7.1579315063,262.8,,MATY,14131250.0
12033DAA5,2064-06-15,9235000.0,6.75,99.304,6.8,315.0,,0x00106A819979011A,96.9248747467,6.98,236.0,,MATY,13852500.0
12008ESV9,2032-07-01,3070000.0,9.75,100.0,9.75,659.0,686.8,0x001035C0A69A06DF,,,,,,13815000.0
60375CAQ7,2048-07-01,11020000.0,6.5,100.0,6.5,376.0,,0x001035A7322C019D,100.0981555202,6.4436849329,194.4,,PARC,13775000.0
05618TAB5,2043-02-01,11970000.0,6.4,100.0,6.4,313.0,,0x001035C177980803,,,,,,13765500.000000004
45470EDM4,2053-06-15,7830000.0,7.0,98.764,7.1,368.0,,0x001035CEEE950999,,,,,,13702500.0
83704MER3,2059-06-15,10950000.0,6.5,100.0,6.5,292.0,,0x00106A46F30A02C7,94.0076249925,6.962,234.2,,MATY,13687500.0
14054CAR0,2052-06-15,13580000.0,6.25,95.0,6.62,389.0,,0x00103552807F0189,80.0174205942,8.0812876697,349.1,,MATY,13580000.0
041807DW5,2053-02-15,15305000.0,6.125,98.049,6.27,279.0,,0x001035C4173D08C3,85.338,7.3754808588,277.5,,MATY,13391875.0
74442EEQ9,2054-06-15,15195000.0,6.125,100.0,6.125,387.5,,0x00103587C68802EE,99.7427055753,6.1436438399,153.4,,MATY,13295625.0
12008EUT1,2053-04-15,7450000.0,7.0,97.561,7.2,265.0,,0x001035560335094C,106.1255995338,5.9986438327,139.9,,PARC,13037500.0
