cusip,maturity_date,par_amount,coupon_rate,original_price,original_yield,spread,spread_interpolated,deal_id,evaluated_price,evaluated_yield,spread_to_mmd,spread_to_mmd_interpolated,priceTo,reward
041807BJ6,2032-11-01,1280000.0,6.5,100.0,6.5,243.49999999999994,318.0,0x001035A1F6230756,104.3480525547,5.2879978681,243.8,241.8,PRMC,1600000.0
26940AAD7,2034-02-01,575000.0,8.0,100.0,8.0,355.99999999999994,517.0,0x00106A6E80820214,97.2691898208,8.4544410973,536.4,542.4,MATY,1581250.0
45129GKV6,2033-09-15,780000.0,7.25,100.0,7.25,349.0,432.2,0x00103521B83C0787,,,,,,1560000.0
50376FBX4,2025-09-01,930000.0,6.9,100.0,6.9,304.29999999999995,445.0,0x001035B59CF106FB,100.039115838,6.418484369,395.8,395.8,MATY,1534500.0000000002
34061UMY1,2029-06-15,605000.0,7.76,100.0,7.76,366.00000000000006,515.0,0x00106A7189C60246,,,,,,1518549.9999999998
71781XCT8,2037-03-01,750000.0,7.25,97.425,7.5,462.0,,0x001035ECCAE600E5,96.9002803511,7.6557397234,409.6,411.6,MATY,1500000.0
91754T3Z4,2031-06-15,400000.0,9.0,100.0,9.0,479.0,616.0,0x00106A3ACEFF0273,98.7905590615,9.267,656.7,656.7,MATY,1500000.0
546399TZ9,2026-12-15,1090000.0,6.625,100.0,6.625,296.5,428.5,0x00106A05BA460182,,,,,,1498750.0
72177MRU3,2028-02-01,1705000.0,6.125,99.658,6.17,400.0,406.2,0x001035F49A77013D,98.4434568258,6.80047945,433.0,433.0,MATY,1491875.0
83704MCJ3,2030-08-15,710000.0,7.35,100.0,7.35,429.6,498.0,0x001035F67DD90671,,,,,,1490999.9999999998
45129GLD5,2033-05-01,1230000.0,6.46,100.0,6.46,186.09999999999997,310.2,0x00103592EB1F094A,108.1302364905,5.1771308384,223.7,223.7,MATY,1488300.0
13058TRK8,2029-07-01,660000.0,7.5,100.0,7.5,365.0,465.7,0x0010358E20F7067A,,,,,,1485000.0
744396KA9,2027-06-15,1050000.0,6.65,100.0,6.65,203.0,376.0,0x00106A6D394A0064,101.2926801343,5.9217787083,346.2,346.2,MATY,1470000.0000000005
74442ELA6,2031-06-15,400000.0,8.832,100.0,8.832,456.4000000000001,592.2,0x0010354CFAF20869,,,,,,1432800.0000000002
546399PG5,2037-06-01,1635000.0,6.125,99.269,6.2,320.0,,0x001035E2C89B0692,,,,,,1430625.0
74443DMC2,2035-05-01,1295000.0,6.35,100.0,6.35,280.99999999999994,,0x00106A58DF8B0375,,,,,,1424499.9999999995
041806F62,2028-03-01,515000.0,8.0,100.0,8.0,672.9,733.0,0x0010353ED29E0453,94.4351981039,10.4484745613,797.8,797.8,MATY,1416250.0
13057JAG8,2031-06-15,620000.0,7.5,100.0,7.5,349.0,469.0,0x00106A27F7EE0347,98.997102622,7.7155438968,501.6,501.6,MATY,1395000.0
34061UMD7,2030-06-15,500000.0,8.0,100.0,8.0,338.40000000000003,469.0,0x001035B1FC210940,,,,,,1375000.0
14054WAU9,2031-06-15,495000.0,8.0,100.0,8.0,351.0,533.0,0x00106A9EE5470046,102.7179951592,7.421653534,472.2,472.2,MATY,1361250.0
04110DBG4,2028-07-01,415000.0,8.5,100.0,8.5,437.0,568.0,0x00106AAEF3CE00E9,101.6959919584,7.8441042366,537.4,537.4,MATY,1348750.0
19645URA4,2028-07-01,465000.0,8.125,100.0,8.125,418.55,581.5,0x001035BB65850977,,,,,,1336875.0
546399SF4,2027-06-01,485000.0,8.0,100.0,8.0,384.99999999999994,555.0,0x001035AECBCC0985,,,,,,1333750.0
72177MQP5,2035-07-01,1180000.0,6.375,100.0,6.375,368.5,,0x00102100656A7F41,,,,,,1327500.0
744396DA7,2024-06-15,755000.0,7.0,100.0,7.0,471.70000000000005,524.0,0x001035B8BA6C014A,,,,,,1321250.0
83704MBE5,2030-06-15,475000.0,8.0,100.0,8.0,715.0,705.0,0x001035D1DE1B0435,95.7821401683,9.0798289488,653.0,653.0,MATY,1306250.0
13058TTT7,2029-06-01,735000.0,7.0,100.0,7.0,284.99999999999994,425.0,0x00106A0B50DD00FC,,,,,,1286250.0
12008EUR5,2033-04-15,1270000.0,6.25,100.0,6.25,266.0,266.0,0x001035560335094C,109.3163151779,4.7946849323,185.5,185.5,MATY,1270000.0
744396JR4,2031-06-15,420000.0,8.25,100.0,8.25,379.69,519.0,0x001035C3C6580971,,,,,,1260000.0
74443DLF6,2028-06-15,630000.0,7.25,100.0,7.25,334.0,483.0,0x00106A9CA39101D5,100.0771986878,7.2166222617,474.7,474.7,MATY,1260000.0
04052BGN8,2026-06-15,500000.0,7.75,95.0,8.653,552.2,611.3000000000001,0x00103562B8E3011D,98.6556031441,9.3038572695,684.4,684.4,MATY,1250000.0
74443DHD6,2028-02-01,700000.0,7.0,100.0,7.0,444.1,497.0,0x0010357D10470609,97.3965683222,8.1523663473,568.2,568.2,MATY,1225000.0
852297DP2,2042-06-01,1070000.0,6.375,100.0,6.375,313.5,,0x0010357B8093064B,,,,,,1203750.0
68607AAE1,2029-06-15,320000.0,9.0,100.0,9.0,521.4,614.0,0x001035135D36075A,,,,,,1200000.0
744396EH1,2024-07-15,685000.0,7.0,100.0,7.0,513.7,561.8,0x001035B6C03C026D,,,,,,1198750.0
14054WAY1,2030-06-15,435000.0,8.0,98.838,8.25,412.0,548.0,0x00106ACEC0D300A7,,,,,,1196250.0
19645URJ5,2028-04-01,500000.0,7.625,100.0,7.625,294.5,479.5,0x00106A195B2C0014,102.0499069046,6.7774615148,430.7,430.7,MATY,1187500.0
83704MCT1,2030-06-15,395000.0,8.25,100.0,8.25,417.1,557.0,0x00103548F1C30857,,,,,,1185000.0
83704MBS4,2032-06-15,430000.0,8.0,100.0,8.0,627.2,682.0,0x001035D393A904C8,,,,,,1182500.0
744396GE6,2028-09-01,775000.0,6.75,100.0,6.75,561.1,588.5,0x00103506C6900471,102.9157783701,5.7233293082,325.3,325.3,MATY,1162500.0
45506D5D3,2023-06-01,420000.0,8.0,100.0,8.0,639.4,677.0,0x001035BB0BB9022E,,,,,,1155000.0
34061ULU0,2027-06-15,660000.0,7.0,100.0,7.0,314.0,416.0,0x0010355C2B340761,,,,,,1155000.0
74442EFS4,2027-06-15,355000.0,8.5,93.0,9.987,933.8000000000001,960.7,0x0010351864450418,92.5947057615,12.9819614565,1052.2,1052.2,MATY,1153750.0
72177MRD1,2026-07-01,655000.0,7.0,100.0,7.0,525.0,537.2,0x001035B9CB330064,,,,,,1146250.0
60375CAR5,2024-07-01,650000.0,7.0,100.0,7.0,489.0,550.0,0x001035A8322C0192,,,,,,1137500.0
56681NHR1,2027-07-01,410000.0,8.0,100.0,8.0,386.00000000000006,546.0,0x001035AB85B009B2,,,,,,1127500.0
12008EUV6,2033-04-15,1120000.0,6.25,100.0,6.25,266.0,266.0,0x0010352129370913,103.144678492,5.7396849323,280.0,280.0,MATY,1120000.0
072325AB9,2036-01-15,890000.0,6.5,100.0,6.5,408.0,,0x00102100EE614CF2,,,,,,1112500.0
14054WAE5,2029-12-15,445000.0,7.75,100.0,7.75,356.29999999999995,487.0,0x00103553FCE40866,,,,,,1112500.0
61075YAK3,2027-07-01,740000.0,6.75,100.0,6.75,335.70000000000005,435.0,0x0010351A77E806A6,,,,,,1110000.0
91754T2H5,2029-04-15,400000.0,8.0,98.001,8.515,438.5,570.5,0x00106A84B5B500FE,,,,,,1100000.0
19645UQW7,2030-07-01,500000.0,7.43,100.0,7.43,412.0,412.0,0x001035A63420099E,,,,,,1089999.9999999998
187145RG4,2025-06-15,615000.0,7.0,100.0,7.0,239.59999999999997,405.0,0x0010355D146D0809,,,,,,1076250.0
56681NHT7,2039-07-01,860000.0,6.5,100.0,6.5,363.0,,0x001035045A020A73,93.9925102766,7.1884109601,339.8,,MATY,1075000.0
74442ELM0,2026-10-01,390000.0,8.0,100.0,8.0,368.21000000000004,541.0,0x001035B8E9780905,,,,,,1072500.0
744396JH6,2028-07-01,450000.0,7.625,100.0,7.625,325.5,469.0,0x001035C045D6087E,,,,,,1068750.0
74442EHY9,2029-06-15,335000.0,8.375,98.0,8.747,680.4000000000001,717.7,0x0010357A2710066E,,,,,,1046875.0
74442EFP0,2027-12-15,460000.0,7.5,100.0,7.5,610.9,675.0,0x00103544B1A8057D,,,,,,1035000.0
744396KL5,2030-07-15,460000.0,7.5,100.0,7.5,355.0,432.0,0x00106A80144B03A6,,,,,,1035000.0
74442EDV9,2024-12-01,590000.0,7.0,100.0,7.0,426.1,494.0,0x001035E6320202F1,,,,,,1032500.0
74442EFL9,2027-06-15,510000.0,7.25,95.0,8.221,773.9,778.1,0x0010355C50D603FC,96.9780517226,8.9974083931,653.7,653.7,MATY,1020000.0
18610RCH5,2026-01-01,580000.0,7.0,100.0,7.0,270.0,421.0,0x00106AADD3C901CC,100.0270844809,6.9188526649,445.9,445.9,MATY,1015000.0
14054CDQ9,2027-06-15,405000.0,7.75,100.0,7.75,681.9,743.0,0x001035FCF98304A7,95.0571327938,10.6647561104,820.5,820.5,MATY,1012500.0
70275QAJ2,2031-01-01,675000.0,6.75,100.0,6.75,242.0,407.0,0x00106AAEC00D021B,,,,,,1012500.0
5742186P3,2027-03-01,1000000.0,6.25,100.0,6.25,546.3,486.0,0x00103587523B03C8,,,,,,1000000.0
744396HP0,2028-06-01,655000.0,6.75,100.0,6.75,358.0,434.0,0x00103583C9A106C8,,,,,,982500.0
14054WAJ4,2028-06-15,355000.0,8.0,100.0,8.0,397.59000000000003,550.0,0x001035323C8309A1,101.3920696012,7.4556422358,498.6,498.6,MATY,976250.0
83704MBM7,2026-12-01,780000.0,6.5,100.0,6.5,588.7,592.0,0x001035591A8B04E9,,,,,,975000.0
19909PAG1,2027-06-15,270000.0,8.75,93.0,10.288,909.0999999999999,970.8,0x0010358276970442,95.3890146642,11.4918387229,903.2,903.2,MATY,945000.0
13058TTN0,2029-07-01,530000.0,7.0,100.0,7.0,297.0,457.0,0x00103570C9B60923,,,,,,927500.0
899519AB8,2029-06-01,285000.0,8.5,100.0,8.5,512.5999999999999,605.0,0x001035B0C5E206B4,,,,,,926250.0
74442EKY5,2026-06-15,370000.0,7.75,100.0,7.75,357.0,474.0,0x001035D39E5B083B,,,,,,925000.0
68607AAM3,2028-12-15,335000.0,8.0,100.0,8.0,390.00000000000006,558.0,0x001035922E020A91,101.2902714249,7.5605600066,509.1,509.1,MATY,921250.0
738222AC2,2022-09-01,405000.0,7.5,100.0,7.5,472.0,,0x0010352A9C1D008E,86.990088142,8.8483561642,438.8,,MATY,911250.0
13058PAD0,2029-06-15,405000.0,7.5,100.0,7.5,313.2,462.0,0x0010355808CA08B7,,,,,,911250.0
424685BC8,2026-06-15,520000.0,7.0,100.0,7.0,320.8,454.0,0x001035BD87680770,100.2297032459,6.7272165253,426.7,426.7,MATY,910000.0
424682KP6,2022-12-01,900000.0,6.25,100.0,6.25,435.20000000000005,484.0,0x001035D3723602B0,,,,,,900000.0
24380HBT8,2028-06-15,400000.0,7.5,100.0,7.5,303.0,453.0,0x00106ADB6358009A,87.95,12.5583922633,1008.8,1008.8,MATY,900000.0
744396GL0,2048-07-01,500000.0,7.0,100.0,7.0,554.0,,0x0010351EC95505A2,,,,,,875000.0
744396GM8,2048-07-01,500000.0,7.0,100.0,7.0,554.0,,0x0010351FC95505A3,,,,,,875000.0
23981CAC2,2026-06-15,240000.0,8.75,93.0,10.504,982.9999999999999,991.3999999999999,0x001035C4FF81049B,,,,,,840000.0
74443DFT3,2025-02-01,470000.0,7.0,100.0,7.0,667.0,665.2,0x001035253F8A03B6,,,,,,822500.0
041807BA5,2028-02-15,590000.0,6.625,100.0,6.625,350.53000000000003,435.5,0x00103584A3DB06DF,,,,,,811250.0
13058TUH1,2029-06-15,360000.0,7.5,100.0,7.5,345.0,476.0,0x00106AB5339D0160,,,,,,810000.0
13048DBL1,2045-08-01,925000.0,6.125,100.0,6.125,330.5,,0x00102100EC5A22A5,,,,,,809375.0
12008EUQ7,2026-06-15,460000.0,7.0,100.0,7.0,266.09999999999997,426.0,0x001035388BA2083C,100.4404745464,6.4867390824,402.7,402.7,MATY,805000.0
74443DMG3,2033-05-01,1000000.0,6.05,100.0,6.05,306.0,306.0,0x00106A58DF8B0375,,,,,,799999.9999999998
19645UNY6,2027-07-01,210000.0,9.0,100.0,9.0,464.29999999999995,578.0,0x00103595F2230766,,,,,,787500.0
74442EFZ8,2027-06-15,260000.0,8.25,94.0,9.555,826.5,896.5,0x001035CA46B6041B,96.4036945346,10.3609188727,790.1,790.1,MATY,780000.0
74172VAM0,2023-08-01,445000.0,7.0,100.0,7.0,483.1,491.0,0x001035CD19B30042,,,,,,778750.0
190779AK4,2027-06-15,310000.0,7.75,100.0,7.75,383.52,537.0,0x00103575288509F4,100.2000232567,7.6298092693,517.0,517.0,MATY,775000.0
74443DKB6,2038-06-15,550000.0,6.65,100.0,6.65,256.0,,0x001035302D370906,,,,,,770000.0000000002
678206AD5,2027-12-01,280000.0,8.0,100.0,8.0,454.2,559.0,0x001035926EEB0634,,,,,,770000.0
246372BK1,2030-07-01,280000.0,8.0,100.0,8.0,399.0,516.0,0x00106A9B77A70332,99.9975508622,7.9950409538,544.5,544.5,MATY,770000.0
041807DE5,2026-06-15,305000.0,7.75,100.0,7.75,378.2,533.0,0x0010359BEB20087D,,,,,,762500.0
13058TRT9,2026-06-01,435000.0,7.0,100.0,7.0,303.2,458.0,0x00103527FB1E08EF,,,,,,761250.0
34061ULS5,2032-06-15,935000.0,6.06,100.0,6.06,312.0,313.0,0x001035E8203407DE,104.5941279804,5.148342464,229.8,230.8,PARC,757349.9999999997
13080KAX9,2027-07-01,750000.0,6.25,100.0,6.25,380.0,382.5,0x001035C057B70005,,,,,,750000.0
041807AU2,2025-10-15,425000.0,7.0,100.0,7.0,402.0,489.0,0x0010359188A30699,,,,,,743750.0
83704MEM4,2027-06-15,595000.0,6.5,100.0,6.5,223.00000000000006,394.0,0x00106ABDD3CC01D9,100.7633361433,6.0676663179,360.8,360.8,MATY,743750.0
74442EFV7,2026-06-15,270000.0,8.0,94.0,9.469,864.9,899.9,0x0010354EE1970419,96.0453521955,12.6982271466,1023.8,1023.8,MATY,742500.0
14054CFF1,2032-06-15,370000.0,7.25,97.501,7.6,587.5,640.0,0x001035747FC005EB,,,,,,740000.0
83704MCZ7,2032-06-01,320000.0,7.5,100.0,7.5,457.0,457.0,0x001035D3B9DA089D,,,,,,720000.0
91754T3E1,2026-10-15,320000.0,7.5,99.764,7.63,343.0,504.0,0x00106A224FF801EE,100.0396234528,7.4514936975,499.1,499.1,MATY,720000.0
345856AR9,2026-07-01,560000.0,6.5,100.0,6.5,385.3,452.5,0x001035146509025F,99.021027655,7.5732119938,511.3,511.3,MATY,700000.0
34061UHX9,2027-06-15,390000.0,7.0,100.0,7.0,586.6,649.0,0x0010359A334E05C7,,,,,,682500.0
555542NF2,2021-06-15,545000.0,6.5,100.0,6.5,468.70000000000005,522.0,0x0010357DD9EE006F,,,,,,681250.0
50376HAE3,2025-06-15,340000.0,7.25,100.0,7.25,305.1,482.0,0x00103539CC2008F8,,,,,,680000.0
74443DKD2,2029-06-15,300000.0,7.5,100.0,7.5,265.03,399.0,0x001035312D370907,,,,,,675000.0
29681CBM9,2032-07-15,595000.0,6.375,100.0,6.375,213.5,344.5,0x00106A99799D0106,99.170763964,6.5244515275,367.4,367.4,MATY,669375.0
83704MCY0,2031-06-01,295000.0,7.5,100.0,7.5,459.0,459.0,0x001035D3B9DA089D,,,,,,663750.0
041807AR9,2026-09-01,440000.0,6.75,100.0,6.75,380.4,481.0,0x00103501BD870618,,,,,,660000.0
744396JC7,2030-07-15,330000.0,7.25,100.0,7.25,309.40000000000003,459.0,0x001035CBF0C708D1,,,,,,660000.0
34062FAD2,2027-06-15,580000.0,6.375,100.0,6.375,202.50000000000006,336.5,0x001035DB6710078E,,,,,,652500.0
14054CCU1,2025-06-15,370000.0,7.0,100.0,7.0,667.0,662.0,0x001035DCC58703B8,,,,,,647500.0
13058TJS0,2026-06-15,285000.0,7.5,94.0,8.847,838.3,849.6999999999999,0x0010354DA8DF031C,68.0,57.0132530126,5455.3,5455.3,MATY,641250.0
13058TRY8,2029-06-01,510000.0,6.5,100.0,6.5,305.2,419.0,0x00103549762D083F,,,,,,637500.0
13058TSC5,2026-06-01,360000.0,7.0,100.0,7.0,327.0,447.0,0x001035B7D4480806,,,,,,630000.0
68607AAS0,2029-06-15,310000.0,7.25,100.0,7.25,309.99999999999994,436.0,0x00106A9D63840303,,,,,,620000.0
83704MDB9,2032-06-01,165000.0,9.0,100.0,9.0,476.99999999999994,607.0,0x001035D4B9DA089A,,,,,,618750.0
83704MCX2,2030-06-01,275000.0,7.5,100.0,7.5,460.0,460.0,0x001035D3B9DA089D,,,,,,618750.0
34061UMJ4,2028-06-01,350000.0,7.0,100.0,7.0,271.0,402.0,0x00106A2EB28A006C,102.0756220653,6.1968794182,372.7,372.7,MATY,612500.0
19645UTW4,2031-06-15,270000.0,7.5,100.0,7.5,349.0,449.0,0x00106AB8C966036E,,,,,,607500.0
12033DAB3,2031-06-15,265000.0,7.5,100.0,7.5,357.0,497.0,0x00106A8299790119,100.9340871843,7.300669915,460.1,460.1,MATY,596250.0
13058TFB1,2022-05-01,390000.0,6.75,100.0,6.75,504.5,536.5,0x0010354429EA00A2,,,,,,585000.0
13058TJQ4,2023-06-15,330000.0,7.0,100.0,7.0,683.0,682.0,0x00103578D0B0033E,,,,,,577500.0
645912DZ6,2023-07-01,660000.0,6.125,100.0,6.125,411.4,485.5,0x00103588203801B4,,,,,,577500.0
744396EK4,2025-06-15,460000.0,6.5,100.0,6.5,457.8,514.0,0x001035F4AC470238,,,,,,575000.0
13069AAF5,2025-06-01,575000.0,6.25,100.0,6.25,572.4,368.0,0x001035D29A42032C,,,,,,575000.0
83704MCW4,2029-06-01,255000.0,7.5,100.0,7.5,460.0,459.0,0x001035D3B9DA089D,,,,,,573750.0
83704MCP9,2033-06-15,655000.0,6.125,100.0,6.125,340.5,340.5,0x00103547F1C30858,,,,,,573125.0
645438CA8,2030-08-15,200000.0,8.0,100.0,8.0,400.2,546.0,0x00103546DB890839,,,,,,550000.0
744396CG5,2027-07-01,545000.0,6.25,100.0,6.25,439.0,438.3,0x00103589691C01D8,97.6782366976,7.5450547945,508.5,508.5,MATY,545000.0
744396DM1,2022-07-01,430000.0,6.5,100.0,6.5,366.5,451.29999999999995,0x0010350E6AA701E7,,,,,,537500.0
74442ELW8,2025-12-15,430000.0,6.5,100.0,6.5,259.0,401.0,0x00106ACC96600141,99.7848820737,6.9956407314,453.6,453.6,MATY,537500.0
197468AF8,2023-12-15,425000.0,6.5,96.0,8.823,827.3000000000001,839.3000000000001,0x0010358577C60514,,,,,,531250.0
83704MCV6,2028-06-01,235000.0,7.5,100.0,7.5,457.0,456.0,0x001035D3B9DA089D,,,,,,528750.0
45129GDC6,2022-07-15,300000.0,7.0,100.0,7.0,422.0,495.2,0x0010353A7EA401C4,,,,,,525000.0
13059THN2,2025-07-01,300000.0,7.0,99.543,7.25,264.59999999999997,431.2,0x001035E4446D08E0,,,,,,525000.0
83704MEH5,2027-06-15,420000.0,6.5,100.0,6.5,242.0,388.0,0x00106AB13CA9015F,100.3802330434,6.282029012,382.2,382.2,MATY,525000.0
744396HX3,2027-07-15,410000.0,6.5,100.0,6.5,255.0,338.0,0x0010358336FC066A,,,,,,512500.0
723161HF5,2027-12-15,315000.0,6.875,98.0,7.284,584.4,646.4,0x001035D1037D058F,,,,,,511875.0
744396HU9,2029-06-01,505000.0,6.25,100.0,6.25,301.3,385.0,0x001035AFC5E206AB,,,,,,505000.0
71781XCW1,2025-03-01,220000.0,7.5,99.257,7.625,528.2,565.5,0x001035F1CAE600F8,,,,,,495000.0
83704MCU8,2027-06-01,220000.0,7.5,100.0,7.5,454.0,452.0,0x001035D3B9DA089D,,,,,,495000.0
130591BQ2,2028-06-01,390000.0,6.5,100.0,6.5,207.0,358.0,0x00106A704D5D001A,102.1666080577,5.6694591424,319.9,319.9,MATY,487500.0
041807CG1,2028-04-01,210000.0,7.5,100.0,7.5,393.2,507.0,0x001035F1D9630769,,,,,,472500.0
59334GAP2,2029-07-01,310000.0,6.75,100.0,6.75,380.1,447.7,0x001035AFE98406E1,,,,,,465000.0
91754TW66,2027-10-15,265000.0,7.0,100.0,7.0,304.2,396.0,0x001035591F2C0748,,,,,,463750.0
12008ESR8,2032-07-01,360000.0,6.5,104.677,5.875,299.5,299.3,0x001035BFA69A06A0,102.3241903845,6.08465753,323.5,323.5,MATY,450000.0
04052BTF1,2027-07-01,255000.0,7.0,100.0,7.0,346.4,480.0,0x00103515E98D0753,100.2618440223,6.8523614834,439.2,439.2,MATY,446250.0
041806RY8,2024-08-15,445000.0,6.25,100.0,6.25,439.6,510.6,0x001035211F86029F,,,,,,445000.0
91912VAB3,2022-06-15,350000.0,6.5,100.0,6.5,426.0,481.0,0x00103588B177016A,,,,,,437500.0
13058TUN8,2029-06-01,250000.0,7.0,100.0,7.0,288.99999999999994,432.0,0x00106A1A8FA90147,101.452118082,6.566344388,409.6,409.6,MATY,437500.0
74443DKX8,2026-07-01,130000.0,8.5,100.0,8.5,485.0,619.0,0x00106A54AE7601F7,99.911603099,8.5905268821,613.1,613.1,MATY,422500.0
45129GDS1,2026-07-01,325000.0,6.5,100.0,6.5,581.6,530.8,0x0010356651480359,98.1404892047,8.5564610942,609.6,609.6,MATY,406250.0
14054UAD1,2027-06-15,270000.0,6.6,100.0,6.6,284.0,402.0,0x00106A5C0903012D,100.1474911932,6.5125498605,405.3,405.3,MATY,364499.9999999999
60375CBG8,2027-07-01,200000.0,7.0,100.0,7.0,551.1,492.0,0x0010351AC35103AE,,,,,,350000.0
546399PP5,2026-06-01,340000.0,6.25,100.0,6.25,324.6,408.0,0x0010356128A306C9,,,,,,340000.0
74442EEL0,2023-06-01,225000.0,6.75,100.0,6.75,495.0,548.0,0x001035ED794802FB,,,,,,337500.0
68607AAB7,2025-06-15,365000.0,6.125,100.0,6.125,319.3,394.5,0x0010352D8FCA014C,99.989,,,,MATY,319375.0
852297DR8,2029-06-01,250000.0,6.5,100.0,6.5,313.3,385.0,0x001035C18B9306FA,,,,,,312500.0
744396DH2,2024-09-01,125000.0,7.65,100.0,7.65,484.3,555.5,0x001035A446900156,,,,,,300000.00000000006
74443DKA8,2033-06-15,330000.0,6.15,100.0,6.15,256.0,256.0,0x001035302D370906,,,,,,297000.0000000001
19645UNU4,2025-06-15,185000.0,6.85,100.0,6.85,340.0,456.0,0x001035B8C0E206B9,,,,,,295999.99999999994
91754TT37,2024-08-15,165000.0,7.0,100.0,7.0,369.4,482.0,0x0010356D1CD70685,,,,,,288750.0
744396GQ9,2023-07-01,280000.0,6.25,100.0,6.25,594.5,608.0,0x001035F3775F05FB,,,,,,280000.0
71780CAD2,2023-06-01,245000.0,6.25,100.0,6.25,453.7,519.0,0x0010355ECE0103B7,,,,,,245000.0
19645R8L8,2021-07-01,240000.0,6.25,100.0,6.25,352.9,439.3,0x001035F1D900020F,,,,,,240000.0
19645UPX6,2026-07-01,240000.0,6.25,100.0,6.25,234.7,378.0,0x0010352A45ED07A0,100.2361685753,5.9889327672,352.9,352.9,MATY,240000.0
45506DM36,2022-07-01,200000.0,6.375,100.0,6.375,363.5,446.5,0x00103537A9D6016C,,,,,,225000.0
19645UEC4,2025-06-01,135000.0,6.75,100.0,6.75,653.6,658.0,0x001035DFEBC303D1,,,,,,202500.0
91754TW41,2024-09-15,0.0,7.0,,,,,0x001035C1BAF406AC,,,,,,0.0
